model,image_index,IoU,Dice,Boundary_F1
Model B (Attention U-Net),238,0.9814552242612181,0.9906407820970208,0.9390452320384964
Model B (Attention U-Net),239,0.9777511130050576,0.988750347299006,0.8947761245386607
Model B (Attention U-Net),240,0.9685117666556181,0.9840039448917861,0.8189113268351186
Model B (Attention U-Net),241,0.9811002400688499,0.9904599133446892,0.9281722908220214
Model B (Attention U-Net),242,0.9760784189856492,0.9878943526515737,0.880549620747339
Model B (Attention U-Net),243,0.9679498186887001,0.9837138398998091,0.828549269481114
Model B (Attention U-Net),244,0.969853092707628,0.9846957838678019,0.8588823961449827
Model B (Attention U-Net),245,0.9848555651983177,0.99236996996997,0.8974359444059373
Model B (Attention U-Net),246,0.16208617703982886,0.2789540810736184,0.21011249406323368
Model B (Attention U-Net),247,0.0001816860465116279,0.0001816860465116279,0.0
Model B (Attention U-Net),248,0.5857730831685397,0.7387848418256521,0.36862008994791806
Model B (Attention U-Net),249,0.9802527767728627,0.9900279086400174,0.34118354447213295
Model B (Attention U-Net),250,0.9483046900648195,0.9734664647228596,0.12822827489699792
Model B (Attention U-Net),251,0.00013317352510320947,0.00013317352510320947,0.0
Model B (Attention U-Net),252,1.0,1.0,1.0
Model B (Attention U-Net),253,0.7986849628359063,0.8880729862038274,0.7450637464545266
Model C (Proposed),0,0.8034454361325647,0.8910102929923728,0.6720241797288413
Model C (Proposed),1,0.9241808327174181,0.9605960211904419,0.8734165863122373
Model C (Proposed),2,0.8922936702495443,0.9430806537337231,0.8564219646467697
Model C (Proposed),3,0.9058257918552036,0.9505853256389117,0.8953211013450159
Model C (Proposed),4,0.9093773352452891,0.9525376039264635,0.8045339634189173
Model C (Proposed),5,0.8899753143562447,0.9417845262148207,0.7863771749055566
Model C (Proposed),6,0.9491606198499569,0.9739170899454207,0.8734620800105237
Model C (Proposed),7,0.9468628595010744,0.9727060749815434,0.8759670215982116
Model C (Proposed),8,0.9575396825396826,0.9783091986566569,0.852933496299533
Model C (Proposed),9,0.9610148591926464,0.9801197893840946,0.9000608507004324
Model C (Proposed),10,0.9659479246476218,0.9826789481172635,0.9117630010474918
Model C (Proposed),11,0.9654452740064978,0.9824187854073729,0.8484428276315626
Model C (Proposed),12,0.9656956987124196,0.9825484266621552,0.8759440976957408
Model C (Proposed),13,0.9643423677679919,0.981847457207263,0.8420621017273405
Model C (Proposed),14,0.9726273658503494,0.9861237087698332,0.8636485877272793
Model C (Proposed),15,0.9809123878602787,0.9903641916604173,0.908182255660599
Model C (Proposed),16,0.9838942385630451,0.9918817107650068,0.9345287639514928
Model C (Proposed),17,0.9869767615422649,0.9934456862896998,0.5431579424158789
Model C (Proposed),18,1.0,1.0,1.0
Model C (Proposed),19,1.0,1.0,1.0
Model C (Proposed),20,0.9349171467601116,0.9663639070418472,0.5089523322389083
Model C (Proposed),21,0.8849929157678414,0.938987848356701,0.3296336348305541
Model C (Proposed),22,1.0,1.0,1.0
Model C (Proposed),23,0.9449957346904552,0.9717200040485678,0.6510966584755999
Model C (Proposed),24,0.9651213028800738,0.9822510564403736,0.7403483938101478
Model C (Proposed),25,1.0,1.0,1.0
Model C (Proposed),26,0.9223853693341846,0.9596257154577953,0.6744698851499351
Model C (Proposed),27,0.8684393494887144,0.9295876274624589,0.712665463334839
Model C (Proposed),28,0.8936713369745903,0.9438487584650113,0.9605013880129537
Model C (Proposed),29,0.9046185309322274,0.9499194654894708,0.9560644994586104
Model C (Proposed),30,0.8896567984556667,0.9416062947915124,0.7425824461996293
Model C (Proposed),31,1.0,1.0,1.0
Model C (Proposed),32,0.74800036774846,0.8558278981695772,0.6877322165412438
Model C (Proposed),33,0.726354015355883,0.8414871622271373,0.5061328168461109
Model C (Proposed),34,0.820796781854311,0.9015784710391823,0.798091821837359
Model C (Proposed),35,0.7873245719383728,0.8810067771228905,0.7399317745544597
Model C (Proposed),36,0.8136039577886044,0.8972223374683649,0.5544954214405837
Model C (Proposed),37,0.812421034899065,0.8965020448630562,0.7433068901703059
Model C (Proposed),38,0.9034508717921143,0.9492764370616776,0.6518376646873503
Model C (Proposed),39,0.9299136517220258,0.9636838333162691,0.8949240522437071
Model C (Proposed),40,0.9386583761807964,0.9683583992105019,0.9077182899513501
Model C (Proposed),41,0.9401304208673388,0.9691411485720177,0.9140877357156312
Model C (Proposed),42,0.9421073629150228,0.9701904751035687,0.9168033340323324
Model C (Proposed),43,0.949741929839909,0.9742229301506466,0.9364289268806093
Model C (Proposed),44,0.9555909187354127,0.9772909749799276,0.9512370081001623
Model C (Proposed),45,0.9625179733385324,0.9809008158754207,0.9367091723710722
Model C (Proposed),46,0.97221583799382,0.9859120278651802,0.9577764615168859
Model C (Proposed),47,0.9328166185515251,0.9652401207909861,0.9375970174741053
Model C (Proposed),48,0.8789158903439536,0.9355556344444839,0.8604408190450714
Model C (Proposed),49,0.9434916988047373,0.9709239321652241,0.9233920517559414
Model C (Proposed),50,0.9586752976534505,0.9789015009934492,0.9501292818164622
Model C (Proposed),51,0.7667244683763804,0.867954745053469,0.8521035022687351
Model C (Proposed),52,0.9417461482024945,0.9699981107122615,0.938404358077895
Model C (Proposed),53,0.8022440392706872,0.8902439024390244,0.9275206776802458
Model C (Proposed),54,1.0,1.0,1.0
Model C (Proposed),55,0.9283224176753649,0.9628288264792005,0.8225460054142316
Model C (Proposed),56,0.9791181473243491,0.9894488407607941,0.9319912137268311
Model C (Proposed),57,1.0,1.0,1.0
Model C (Proposed),58,1.0,1.0,1.0
Model C (Proposed),59,1.0,1.0,1.0
Model C (Proposed),60,1.0,1.0,1.0
Model C (Proposed),61,1.0,1.0,1.0
Model C (Proposed),62,1.0,1.0,1.0
Model C (Proposed),63,1.0,1.0,1.0
Model C (Proposed),64,1.0,1.0,1.0
Model C (Proposed),65,1.0,1.0,1.0
Model C (Proposed),66,1.0,1.0,1.0
Model C (Proposed),67,1.0,1.0,1.0
Model C (Proposed),68,1.0,1.0,1.0
Model C (Proposed),69,1.0,1.0,1.0
Model C (Proposed),70,1.0,1.0,1.0
Model C (Proposed),71,1.0,1.0,1.0
Model C (Proposed),72,1.0,1.0,1.0
Model C (Proposed),73,1.0,1.0,1.0
Model C (Proposed),74,1.0,1.0,1.0
Model C (Proposed),75,1.0,1.0,1.0
Model C (Proposed),76,1.0,1.0,1.0
Model C (Proposed),77,1.0,1.0,1.0
Model C (Proposed),78,1.0,1.0,1.0
Model C (Proposed),79,1.0,1.0,1.0
Model C (Proposed),80,1.0,1.0,1.0
Model C (Proposed),81,1.0,1.0,1.0
Model C (Proposed),82,1.0,1.0,1.0
Model C (Proposed),83,1.0,1.0,1.0
Model C (Proposed),84,1.0,1.0,1.0
Model C (Proposed),85,1.0,1.0,1.0
Model C (Proposed),86,1.0,1.0,1.0
Model C (Proposed),87,1.0,1.0,1.0
Model C (Proposed),88,1.0,1.0,1.0
Model C (Proposed),89,1.0,1.0,1.0
Model C (Proposed),90,1.0,1.0,1.0
Model C (Proposed),91,0.812411065885701,0.8964971060271322,0.42805952890888427
Model C (Proposed),92,0.7968977787531547,0.8869701384466409,0.4188078413582655
Model C (Proposed),93,0.8554692807920024,0.9221051640441915,0.5054973645888259
Model C (Proposed),94,0.9143580687490036,0.9552632253270298,0.5432127504652109
Model C (Proposed),95,0.9140972991764987,0.9551209101822238,0.5008208363152509
Model C (Proposed),96,1.0,1.0,1.0
Model C (Proposed),97,0.9941444620343703,0.9970636283988262,0.0
Model C (Proposed),98,0.9798882459384756,0.9898419547156471,0.3626887854252919
Model C (Proposed),99,0.994815846191993,0.9974011818025357,0.0
Model C (Proposed),100,0.9833564758300781,0.9916083889183803,0.01892611495160919
Model C (Proposed),101,1.0,1.0,1.0
Model C (Proposed),102,0.8217759115749174,0.9021697221857377,0.07801405758904899
Model C (Proposed),103,0.9758078000250805,0.9877557280978272,0.5689801607127779
Model C (Proposed),104,0.9784095767421975,0.9890869210530581,0.765482016742367
Model C (Proposed),105,0.9750555033728973,0.9873701618046024,0.7319859699722299
Model C (Proposed),106,0.8957877721783779,0.9450290403153808,0.7906214205667607
Model C (Proposed),107,0.9453865748384358,0.9719266127345637,0.5375967341936212
Model C (Proposed),108,0.9921318330628078,0.996050369299677,0.5858412910910712
Model C (Proposed),109,0.991064936885167,0.9955124101657109,0.5623907741196226
Model C (Proposed),110,0.9936041391921329,0.9967918032475067,0.5915543061654256
Model C (Proposed),111,0.9866258348739648,0.9932678856151455,0.7057844096525834
Model C (Proposed),112,0.9860016637366871,0.9929514836755454,0.49862363862951353
Model C (Proposed),113,0.9927358973935176,0.9963547012534603,0.6842974562153927
Model C (Proposed),114,0.8535773398707098,0.9210051016625894,0.14643557667505427
Model C (Proposed),115,0.9857211603530986,0.9928092151101148,0.6548629810587844
Model C (Proposed),116,0.9922374625869382,0.9961035872936955,0.8295426647422492
Model C (Proposed),117,0.9530270005782661,0.9759483436015989,0.7451938829250799
Model C (Proposed),118,0.744947300398868,0.8538317136399045,0.4698382995635101
Model C (Proposed),119,0.9464440541561993,0.9724849232456141,0.6669798978855311
Model C (Proposed),120,0.9057568378425648,0.9505478214215118,0.7055682086439219
Model C (Proposed),121,0.9351595201490276,0.966493276039039,0.512255161292339
Model C (Proposed),122,0.9545863176820821,0.9767654909293804,0.5539550501900714
Model C (Proposed),123,0.910088569056186,0.9529279646434459,0.47526749536721485
Model C (Proposed),124,0.9248584629818846,0.9609624347315145,0.4515868766172415
Model C (Proposed),125,0.9621689171643729,0.9807197092930284,0.5892176204380226
Model C (Proposed),126,0.0005861664712778429,0.0005861664712778429,0.0
Model C (Proposed),127,0.9864636138924966,0.993185671984275,0.45787779153264574
Model C (Proposed),128,0.9891776556072431,0.9945593771984754,0.45706950550345576
Model C (Proposed),129,0.9891701157756204,0.9945555662096078,0.0
Model C (Proposed),130,0.9934082282706136,0.9966932090224874,0.0
Model C (Proposed),131,0.9942893981933594,0.9971365175309398,0.03035883126873517
Model C (Proposed),132,0.9924278259277344,0.9961995167546746,0.02235469212953278
Model C (Proposed),133,0.9930496480955197,0.9965126984096603,0.0
Model C (Proposed),134,0.9856300902172462,0.9927630340312225,0.0
Model C (Proposed),135,0.9937095882050011,0.9968448645339048,0.0
Model C (Proposed),136,0.9911194186423544,0.9955398966589458,0.0
Model C (Proposed),137,0.9817429285319194,0.990787348677486,0.0
Model C (Proposed),138,0.9940355768521358,0.997008862413513,0.7475624854279258
Model C (Proposed),139,0.8395653754413221,0.9127864326028992,0.6526748297440039
Model C (Proposed),140,0.87025767827971,0.9306284553167347,0.6002166826289901
Model C (Proposed),141,0.9919206640897281,0.9959439388727729,0.5292494090742418
Model C (Proposed),142,1.0,1.0,1.0
Model C (Proposed),143,0.9413679292721504,0.9697984364698126,0.7700675345414298
Model C (Proposed),144,0.9273931620021775,0.9623288158925308,0.7032633144883096
Model C (Proposed),145,0.87709896751448,0.9345257260609183,0.6240856469066868
Model C (Proposed),146,0.8978536026696681,0.9461776563922487,0.6598444664871376
Model C (Proposed),147,0.8548095897888063,0.9217217591099189,0.552700223557863
Model C (Proposed),148,0.928904076012515,0.963141528755737,0.7536743773554108
Model C (Proposed),149,0.9480409214280743,0.9733273314470262,0.8288914179694211
Model C (Proposed),150,0.9326470873853752,0.9651496662120451,0.7719948591632978
Model C (Proposed),151,0.9095464990976722,0.9526305769727628,0.6742342598959427
Model C (Proposed),152,0.7287553098384102,0.8430963376386043,0.5595833545696433
Model C (Proposed),153,0.5735705096925875,0.7290026123400176,0.4431765169597367
Model C (Proposed),154,0.7879917956367705,0.8814253981165723,0.5146844573681875
Model C (Proposed),155,0.8695617719312149,0.930229847298314,0.6715471071102701
Model C (Proposed),156,0.8710687992759802,0.9310918976238425,0.47225309067356125
Model C (Proposed),157,0.9718443250515583,0.9857210830610119,0.821946492761165
Model C (Proposed),158,0.9392878257310473,0.9686934253848246,0.6766912921754584
Model C (Proposed),159,0.9515105961721786,0.9751527705365405,0.7464283200447325
Model C (Proposed),160,0.9669257332373603,0.9831847133757962,0.8246753388249675
Model C (Proposed),161,0.9652545638672557,0.9823200539929225,0.8048461508540236
Model C (Proposed),162,1.0,1.0,1.0
Model C (Proposed),163,0.9712418410604939,0.9854110839918756,0.8038426799345514
Model C (Proposed),164,0.9633508290986895,0.981333276574007,0.7388058338556888
Model C (Proposed),165,0.9643811145614211,0.9818675528207917,0.7996017455217019
Model C (Proposed),166,0.9809151266200093,0.9903655882061937,0.8954707188694855
Model C (Proposed),167,1.0,1.0,1.0
Model C (Proposed),168,0.9484044580290409,0.9735189746087123,0.5985333380745445
Model C (Proposed),169,1.0,1.0,1.0
Model C (Proposed),170,0.9785460980407363,0.9891566951973032,0.6949907530168192
Model C (Proposed),171,0.9732598871567238,0.9864487168628779,0.6354021645205646
Model C (Proposed),172,0.980453972257251,0.9901304903336615,0.8190116179288369
Model C (Proposed),173,1.0,1.0,1.0
Model C (Proposed),174,0.9718916294550171,0.985745432869088,0.6182842613488141
Model C (Proposed),175,0.975981924941897,0.9878449527067095,0.6898765570377006
Model C (Proposed),176,0.9807847790934223,0.9902991559903617,0.7283707542926537
Model C (Proposed),177,0.9920551842606758,0.9960117402151774,0.5928334885020794
Model C (Proposed),178,0.9341085896897898,0.9659317550257441,0.6203800215484849
Model C (Proposed),179,0.9469905064816153,0.9727735127531342,0.6276710531975767
Model C (Proposed),180,0.9301107961051576,0.9637899078176976,0.5175703514264481
Model C (Proposed),181,0.9525826717733523,0.9757154858126239,0.6524701092192111
Model C (Proposed),182,0.9427178738861809,0.970514321329972,0.6290373079951807
Model C (Proposed),183,0.9518268414452726,0.9753188398857124,0.6678187932533822
Model C (Proposed),184,0.953718805064951,0.9763111308739754,0.6568812335661103
Model C (Proposed),185,1.0,1.0,1.0
Model C (Proposed),186,0.954006303915063,0.976461748749862,0.7482554785290718
Model C (Proposed),187,0.7959390862944162,0.8863758077760719,0.4357655786186462
Model C (Proposed),188,0.876038020142972,0.9339231256982397,0.5273573605295254
Model C (Proposed),189,0.9325125628140704,0.9650776521676949,0.7975670102981783
Model C (Proposed),190,1.0,1.0,1.0
Model C (Proposed),191,0.8770155005809176,0.9344777088334315,0.8055640318717229
Model C (Proposed),192,0.8613939393939394,0.9255352055352055,0.7927944776078715
Model C (Proposed),193,0.8509656875874178,0.9194816470247761,0.7769735733462959
Model C (Proposed),194,0.8262008476571697,0.9048286754988234,0.7180504906944786
Model C (Proposed),195,0.8447723492083051,0.9158539843697816,0.7412757743835685
Model C (Proposed),196,0.9018271150007677,0.9483788671446102,0.8532584173248942
Model C (Proposed),197,0.8312505172556485,0.9078487496233806,0.7049181047967701
Model C (Proposed),198,0.8058102835557543,0.8924624637022969,0.6170071317916522
Model C (Proposed),199,0.9704173701042023,0.9849865785189,0.41861116968749584
Model C (Proposed),200,0.9663771478581206,0.9829010730818694,0.2742113443148604
Model C (Proposed),201,0.9904103644686998,0.9951820717287976,0.4792796397794237
Model C (Proposed),202,0.7168155695660402,0.8350515463917526,0.6377135387223014
Model C (Proposed),203,0.6261878602131884,0.7701270684178085,0.5562296076433001
Model C (Proposed),204,0.6375524990545194,0.7786637655967958,0.503677648477193
Model C (Proposed),205,0.966052503241308,0.9827330643063278,0.8418888624856473
Model C (Proposed),206,0.7806369426751593,0.8768056088503288,0.5904354034507157
Model C (Proposed),207,0.6865260916832759,0.814129164820112,0.5172832301116526
Model C (Proposed),208,1.0,1.0,1.0
Model C (Proposed),209,0.7287457599632418,0.8430906575151852,0.6162406828975899
Model C (Proposed),210,0.7164003364171573,0.8347690588892482,0.6073725582635962
Model C (Proposed),211,0.6556074548812092,0.7919822285542891,0.4962482776652261
Model C (Proposed),212,0.9826303000518744,0.9912390384700128,0.5917113868337143
Model C (Proposed),213,0.9779349507219545,0.9888443691032688,0.5789201749580667
Model C (Proposed),214,0.9817644187656788,0.9907982839501223,0.6567644307087328
Model C (Proposed),215,0.632014034223809,0.7745194918834107,0.4954267506799786
Model C (Proposed),216,0.7856603115554522,0.879965495166068,0.4429721609296746
Model C (Proposed),217,0.878859916921075,0.9355242566510172,0.7028239002980595
Model C (Proposed),218,0.8810619832287574,0.9367703218767048,0.7625215611301912
Model C (Proposed),219,0.9031193029298192,0.9490933502293024,0.784539192493748
Model C (Proposed),220,0.6613571439254573,0.7961630911333375,0.5943918490011516
Model C (Proposed),221,0.897149118663921,0.9457860720794288,0.8033041860653525
Model C (Proposed),222,0.9453175631885936,0.9718899920042644,0.8653468826829378
Model C (Proposed),223,0.9512506062495669,0.9750161564082351,0.8163396000546429
Model C (Proposed),224,0.9499714312289886,0.9743437729986099,0.8546182781494482
Model C (Proposed),225,0.9649701754604436,0.9821727337254107,0.8947627663408549
Model C (Proposed),226,0.9668545389135388,0.9831478828155962,0.8983847901953999
Model C (Proposed),227,0.9762451156732618,0.987979725594606,0.9351375162496967
Model C (Proposed),228,0.973408607429226,0.986525076314712,0.9037596153014772
Model C (Proposed),229,0.9691757054192858,0.9843465213932553,0.8630158426814563
Model C (Proposed),230,0.9756591490580763,0.9876795687849075,0.8666530164808651
Model C (Proposed),231,0.9803472125331367,0.9900760400783046,0.8918545648208253
Model C (Proposed),232,0.9739634224577819,0.9868099340496702,0.8441480178444832
Model C (Proposed),233,0.9805931893079458,0.990201467031759,0.8955350547688289
Model C (Proposed),234,0.9614453866109111,0.9803436772079435,0.7945006324505117
Model C (Proposed),235,0.970421631011499,0.9849887403574338,0.8449722439310523
Model C (Proposed),236,0.9816271663971587,0.9907283640969416,0.9511476616778889
Model C (Proposed),237,0.974016846882122,0.9868373538402071,0.9097563652624491
Model C (Proposed),238,0.983249581239531,0.9915540108211037,0.9553380238894569
Model C (Proposed),239,0.9784546557307722,0.9891099523560416,0.9040339134732571
Model C (Proposed),240,0.9700540298753428,0.9847993260078513,0.836337353864694
Model C (Proposed),241,0.9721818628875427,0.9858946604857813,0.8986561455801803
Model C (Proposed),242,0.9660904116998481,0.982752691585324,0.845120670759424
Model C (Proposed),243,0.9625979708370548,0.980942495116738,0.8204902156607256
Model C (Proposed),244,0.9604390267592637,0.9798202501040448,0.8189856872364408
Model C (Proposed),245,0.9789230492458315,0.9893492313360351,0.8701527366845238
Model C (Proposed),246,0.19260470470776409,0.3229955066545933,0.3599652904914105
Model C (Proposed),247,1.0,1.0,1.0
Model C (Proposed),248,0.0007505144655610701,0.0014958772654879745,0.03270844615563504
Model C (Proposed),249,0.9729244652149517,0.9862764195967664,0.276074757624887
Model C (Proposed),250,0.957561807917368,0.9783208506306998,0.06182771874481499
Model C (Proposed),251,0.011450878334417696,0.02251672671127123,0.053028219515859475
Model C (Proposed),252,0.0003059039461609055,0.0003059039461609055,0.0
Model C (Proposed),253,0.7508970382533601,0.8577234360345966,0.684582576531986
